world_cup_year,ranking_date,fifa_code,team,confederation,fifa_rank,source_revision_id,source_url,ranking_source_url
2006,2006-05-17,POR,Portugal,UEFA,7,1364371717,https://en.wikipedia.org/w/index.php?title=2006_FIFA_World_Cup&oldid=1364371717,https://inside.fifa.com/fifa-world-ranking
2006,2006-05-17,FRA,France,UEFA,8,1364371717,https://en.wikipedia.org/w/index.php?title=2006_FIFA_World_Cup&oldid=1364371717,https://inside.fifa.com/fifa-world-ranking
2006,2006-05-17,ARG,Argentina,CONMEBOL,9,1364371717,https://en.wikipedia.org/w/index.php?title=2006_FIFA_World_Cup&oldid=1364371717,https://inside.fifa.com/fifa-world-ranking
2006,2006-05-17,ENG,England,UEFA,10,1364371717,https://en.wikipedia.org/w/index.php?title=2006_FIFA_World_Cup&oldid=1364371717,https://inside.fifa.com/fifa-world-ranking
2006,2006-05-17,ITA,Italy,UEFA,13,1364371717,https://en.wikipedia.org/w/index.php?title=2006_FIFA_World_Cup&oldid=1364371717,https://inside.fifa.com/fifa-world-ranking
2006,2006-05-17,SWE,Sweden,UEFA,16,1364371717,https://en.wikipedia.org/w/index.php?title=2006_FIFA_World_Cup&oldid=1364371717,https://inside.fifa.com/fifa-world-ranking
2006,2006-05-17,JPN,Japan,AFC,18,1364371717,https://en.wikipedia.org/w/index.php?title=2006_FIFA_World_Cup&oldid=1364371717,https://inside.fifa.com/fifa-world-ranking
2006,2006-05-17,GER,Germany,UEFA,19,1364371717,https://en.wikipedia.org/w/index.php?title=2006_FIFA_World_Cup&oldid=1364371717,https://inside.fifa.com/fifa-world-ranking
2006,2006-05-17,TUN,Tunisia,CAF,21,1364371717,https://en.wikipedia.org/w/index.php?title=2006_FIFA_World_Cup&oldid=1364371717,https://inside.fifa.com/fifa-world-ranking
2006,2006-05-17,CRO,Croatia,UEFA,23,1364371717,https://en.wikipedia.org/w/index.php?title=2006_FIFA_World_Cup&oldid=1364371717,https://inside.fifa.com/fifa-world-ranking
2006,2006-05-17,IRN,IR Iran,AFC,23,1364371717,https://en.wikipedia.org/w/index.php?title=2006_FIFA_World_Cup&oldid=1364371717,https://inside.fifa.com/fifa-world-ranking
2006,2006-05-17,CRC,Costa Rica,CONCACAF,26,1364371717,https://en.wikipedia.org/w/index.php?title=2006_FIFA_World_Cup&oldid=1364371717,https://inside.fifa.com/fifa-world-ranking
2006,2006-05-17,KOR,Korea Republic,AFC,29,1364371717,https://en.wikipedia.org/w/index.php?title=2006_FIFA_World_Cup&oldid=1364371717,https://inside.fifa.com/fifa-world-ranking
2006,2006-05-17,POL,Poland,UEFA,29,1364371717,https://en.wikipedia.org/w/index.php?title=2006_FIFA_World_Cup&oldid=1364371717,https://inside.fifa.com/fifa-world-ranking
2006,2006-05-17,CIV,Côte d'Ivoire,CAF,32,1364371717,https://en.wikipedia.org/w/index.php?title=2006_FIFA_World_Cup&oldid=1364371717,https://inside.fifa.com/fifa-world-ranking
2006,2006-05-17,PAR,Paraguay,CONMEBOL,33,1364371717,https://en.wikipedia.org/w/index.php?title=2006_FIFA_World_Cup&oldid=1364371717,https://inside.fifa.com/fifa-world-ranking
2006,2006-05-17,KSA,Saudi Arabia,AFC,34,1364371717,https://en.wikipedia.org/w/index.php?title=2006_FIFA_World_Cup&oldid=1364371717,https://inside.fifa.com/fifa-world-ranking
2006,2006-05-17,SUI,Switzerland,UEFA,35,1364371717,https://en.wikipedia.org/w/index.php?title=2006_FIFA_World_Cup&oldid=1364371717,https://inside.fifa.com/fifa-world-ranking
2006,2006-05-17,ECU,Ecuador,CONMEBOL,39,1364371717,https://en.wikipedia.org/w/index.php?title=2006_FIFA_World_Cup&oldid=1364371717,https://inside.fifa.com/fifa-world-ranking
2006,2006-05-17,AUS,Australia,OFC,42,1364371717,https://en.wikipedia.org/w/index.php?title=2006_FIFA_World_Cup&oldid=1364371717,https://inside.fifa.com/fifa-world-ranking
2006,2006-05-17,SCG,Serbia and Montenegro,UEFA,44,1364371717,https://en.wikipedia.org/w/index.php?title=2006_FIFA_World_Cup&oldid=1364371717,https://inside.fifa.com/fifa-world-ranking
2006,2006-05-17,UKR,Ukraine,UEFA,45,1364371717,https://en.wikipedia.org/w/index.php?title=2006_FIFA_World_Cup&oldid=1364371717,https://inside.fifa.com/fifa-world-ranking
2006,2006-05-17,TRI,Trinidad and Tobago,CONCACAF,47,1364371717,https://en.wikipedia.org/w/index.php?title=2006_FIFA_World_Cup&oldid=1364371717,https://inside.fifa.com/fifa-world-ranking
2006,2006-05-17,GHA,Ghana,CAF,48,1364371717,https://en.wikipedia.org/w/index.php?title=2006_FIFA_World_Cup&oldid=1364371717,https://inside.fifa.com/fifa-world-ranking
2006,2006-05-17,ANG,Angola,CAF,57,1364371717,https://en.wikipedia.org/w/index.php?title=2006_FIFA_World_Cup&oldid=1364371717,https://inside.fifa.com/fifa-world-ranking
2006,2006-05-17,TOG,Togo,CAF,61,1364371717,https://en.wikipedia.org/w/index.php?title=2006_FIFA_World_Cup&oldid=1364371717,https://inside.fifa.com/fifa-world-ranking
2010,2010-05-26,BRA,Brazil,CONMEBOL,1,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,ESP,Spain,UEFA,2,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,POR,Portugal,UEFA,3,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,NED,Netherlands,UEFA,4,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,ITA,Italy,UEFA,5,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,GER,Germany,UEFA,6,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,ARG,Argentina,CONMEBOL,7,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,ENG,England,UEFA,8,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,FRA,France,UEFA,9,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,GRE,Greece,UEFA,13,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,USA,USA,CONCACAF,14,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,SRB,Serbia,UEFA,15,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,URU,Uruguay,CONMEBOL,16,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,MEX,Mexico,CONCACAF,17,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,CHI,Chile,CONMEBOL,18,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,CMR,Cameroon,CAF,19,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,AUS,Australia,AFC,20,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,NGA,Nigeria,CAF,21,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,SUI,Switzerland,UEFA,24,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,SVN,Slovenia,UEFA,25,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,CIV,Côte d'Ivoire,CAF,27,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,ALG,Algeria,CAF,30,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,PAR,Paraguay,CONMEBOL,31,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,GHA,Ghana,CAF,32,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,SVK,Slovakia,UEFA,34,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,DEN,Denmark,UEFA,36,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,HON,Honduras,CONCACAF,38,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,JPN,Japan,AFC,45,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,KOR,Korea Republic,AFC,47,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,NZL,New Zealand,OFC,78,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,RSA,South Africa,CAF,83,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2010,2010-05-26,PRK,Korea DPR,AFC,105,1363928575,https://en.wikipedia.org/w/index.php?title=2010_FIFA_World_Cup&oldid=1363928575,https://web.archive.org/web/20191006015211/https://www.fifa.com/fifa-world-ranking/ranking-table/men/rank/id9054/
2014,2014-06-05,ESP,Spain,UEFA,1,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,GER,Germany,UEFA,2,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,BRA,Brazil,CONMEBOL,3,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,POR,Portugal,UEFA,4,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,ARG,Argentina,CONMEBOL,5,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,SUI,Switzerland,UEFA,6,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,URU,Uruguay,CONMEBOL,7,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,COL,Colombia,CONMEBOL,8,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,ITA,Italy,UEFA,9,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,ENG,England,UEFA,10,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,BEL,Belgium,UEFA,11,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,GRE,Greece,UEFA,12,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,USA,USA,CONCACAF,13,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,CHI,Chile,CONMEBOL,14,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,NED,Netherlands,UEFA,15,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,FRA,France,UEFA,17,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,CRO,Croatia,UEFA,18,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,RUS,Russia,UEFA,19,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,MEX,Mexico,CONCACAF,20,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,BIH,Bosnia and Herzegovina,UEFA,21,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,ALG,Algeria,CAF,22,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,CIV,Côte d'Ivoire,CAF,23,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,ECU,Ecuador,CONMEBOL,26,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,CRC,Costa Rica,CONCACAF,28,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,HON,Honduras,CONCACAF,33,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,GHA,Ghana,CAF,37,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,IRN,IR Iran,AFC,43,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,NGA,Nigeria,CAF,44,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,JPN,Japan,AFC,46,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,CMR,Cameroon,CAF,56,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,KOR,Korea Republic,AFC,57,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2014,2014-06-05,AUS,Australia,AFC,62,1363796172,https://en.wikipedia.org/w/index.php?title=2014_FIFA_World_Cup&oldid=1363796172,https://web.archive.org/web/20141107005059/http://www.fifa.com/fifa-world-ranking/ranking-table/men/rank=239/index.html
2018,2018-06-07,GER,Germany,UEFA,1,1364201186,https://en.wikipedia.org/w/index.php?title=2018_FIFA_World_Cup&oldid=1364201186,https://inside.fifa.com/tournaments/mens/worldcup/2018russia/news/calculating-russia-2018-s-toughest-groups
2018,2018-06-07,BRA,Brazil,CONMEBOL,2,1364201186,https://en.wikipedia.org/w/index.php?title=2018_FIFA_World_Cup&oldid=1364201186,https://inside.fifa.com/tournaments/mens/worldcup/2018russia/news/calculating-russia-2018-s-toughest-groups
2018,2018-06-07,BEL,Belgium,UEFA,3,1364201186,https://en.wikipedia.org/w/index.php?title=2018_FIFA_World_Cup&oldid=1364201186,https://inside.fifa.com/tournaments/mens/worldcup/2018russia/news/calculating-russia-2018-s-toughest-groups
2018,2018-06-07,POR,Portugal,UEFA,4,1364201186,https://en.wikipedia.org/w/index.php?title=2018_FIFA_World_Cup&oldid=1364201186,https://inside.fifa.com/tournaments/mens/worldcup/2018russia/news/calculating-russia-2018-s-toughest-groups
2018,2018-06-07,ARG,Argentina,CONMEBOL,5,1364201186,https://en.wikipedia.org/w/index.php?title=2018_FIFA_World_Cup&oldid=1364201186,https://inside.fifa.com/tournaments/mens/worldcup/2018russia/news/calculating-russia-2018-s-toughest-groups
